pageurl,crawl_timestamp,job_title,category,company_name,city,post_date,job_description,job_type,job_board,geo,state,salary_offered
https://www.seek.com.au/job/36034893,4/20/2018,Customer Service Supervisor (Mandarin Speaking),Call Centre & Customer Service,Adecco,Sydney,4/20/2018,"We are looking for a supervisor for a cusen. Job Offer $70,000 + $5000 annualised night shift allowance + 11.5% super + private health insurance APPLY NOW! Alternatively email through your resume directly to orrin.huang@adecco.com.au",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs",$70k - $75k p.a.
https://www.seek.com.au/job/36029224,4/20/2018,Sales Manager,Real Estate & Property,P3-Real Estate and Property Recruitment,Sydney,4/19/2018,"Top Performing Eastern Suburbs Sales Team $200K Salary + Bonuses! Exclusive to P3! Our client is a household name in residential real estate in the Eastern Suburbs and are extremely dominant across the markets they sell in. They have multiple office locations and a team of top performing agents (a number write over $1m GCI). They boast a premium brand, awesome training platforms and technology, as well as a dynamic, forward thinking culture. The Position Due to the continued growth of this business, an exciting opportunity is currently available for an experienced Sales Manager to take control of the day to day running of the sales side of the business, with particular focus on coaching and leading the sales team. Your core responsibilities will include: Setting the sales strategy/targets/budgets and ensuring delivery Establish individual business plans annually for each agent Establish core market areas with BDA's for each agent Conduct regular one on ones to ensure agents are on track to achieve their personal goals Assisting agents to grow their own teams and create EBU's Conducting effective and motivating weekly meetings & training sessions Working one-one-one with agents to improve their performance and skill-set Shadow and work closely with new emerging agents Attend listing appointments and vendor meetings with agents Attend auctions and open homes Identify and recruit agents into the business Training and induction of new agents and assistants Ensure all matters relating to the sales division satisfy OFT guidelines so they would be compliant with an audit The Person Proven track record and success in sales in the real estate/property industry Extensive experience with auction as a method of sale Proven team building and leadership skills Results driven Excellent communication and interpersonal skills A love of coaching and developing people A real estate license or COR The Perks Salary package of up to $200K plus significant performance related bonuses Spearhead a top performing sales team Career defining role Apply in Strict Confidence Submit your CV by hitting APPLY NOW or contact: Fleur Buffier Email: fleur@p3recruitment.com.au Mobile: 0412 352 421 To keep up to date with our latest jobs, subscribe to our website: http://www.p3recruitment.com.au Like us on Facebook: https://www.facebook.com/p3recruitment/ Connect with us on LinkedIn: https://www.linkedin.com/company/p3-recruitment/?originalSubdomain=au Want to know what working with us is like? Check out our Google Reviews: https://goo.gl/eo2kkC",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs",$200k - $250k p.a. + performance bonuses
https://www.seek.com.au/job/36030304,4/20/2018,Sales Administrator,Real Estate & Property,sharonbennie ? Specialist Property Recruitment,Sydney,4/19/2018,"To $75K pkg Weekends OFF Accessible Eastern Suburbs location Top ranking business The Company Our client is one of the top ranking businesses in NSW, and given their warm, charismatic Director and their vibrant teams across residential sales, property management and off-the-plan selling, it's no wonder! Located centrally on both bus and train routes in the Eastern Suburbs, this is an incredible role to support in real estate sales. The Role Supporting a well-oiled team of 7 agents you will be responsible for: Managing the admin for all new listings Coordinating marketing and getting properties live Keeping accurate records re: marketing spend per property Undertaking tasks around exchanges and settlements General support as required Specific Requirements: Experience in a similar role within Real Estate Competency on Campaign Track Professional presentation Admin superstar NSW Certificate of Registration Benefits: THIS IS one of NSW's top ranking businesses Incredible team culture and office energy Monday - Friday only Conveniently on bus and train route, no car required Generous remuneration Their long standing & loyal team speaks volumes To be confidentially considered for this exciting and challenging position or to gain more insight, please click APPLY NOW' below. Pippa Dunn pd@?show email 02 9?show number To keep up to date with all our current roles, subscribe to our website: www.sharonbennie.com.au, like us on facebook: https://www.facebook.com/pages/sharonbennie-Specialist-Property-Recruitment/ 1192?show number 84095 and connect on Linkedin: https://www.linkedin.com/company/221733",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs",To $75K package
https://www.seek.com.au/job/36033755,4/20/2018,Key Account / Customer Service,"Manufacturing, Transport & Logistics",Insync Personnel,Sydney,4/20/2018,"Our cliened International Freight Forwarder who possess an enviable list of products to service their clientele! ? Due to continual new business ?wins? they are seeking to hire a Customer Account Service specialist. Your role will be centered around caring for your select client list and maintaining a good relationship.? The main functions of your role will include: You will be working closely with the Branch Manager and BD Team - whilst servicing the companies largest accounts - as a Single point of contact for these high profile clients - existing and new. Working as a KEY Accunt/CS within this impressive company you will: Provide and maintain unprecedented service levels to your portfolio of clients across numerous verticals This service will be provided both internally and on joint visits Compile and deliver reports on a regular basis (including proactively monitoring KPI's and volunteering actual performance against projected) ?and provide exceptional client management - including offering hands on analysis and delivery of the results from said reports Work in conjunction with Sales Executives and Senior Management in developing and implementing strategies focused on a Win-Win mentality Actively promote and market additional services (and value ads) within your portfolio Essentially be viewed as first point of contact and conflict resolution (if it arises) for your portfolio. Work competently with Cargowise (CW1) Handle any other customer service focused duties as they come to hand This company offers the complete International Freight experience to their clientele, including: Air or Sea or Road Transport options Import or Export specialisations Customs Clearance Complete 3PL Services? ? Included in your position will be client base account management you will essentially become their one point of contact for all queries and compliments! Desirable skills Required: A proactive and ?can-do? attitude Minimum of 4+ years experience Excellent communication skills ? both written and verbal Customer service focused approach Genuine desire to grow and improve yourself Functional knowledge of Cargowise Edi and MS Office Freight Forwarding operational knowledge On Offer:? This company is renowned for offering a highly rewarding workplace and conditions - including commissions, bonuses and other perks that are certainly not offered everywhere. You will be expected to perform to an exceptionally high standard, however with this companies vast array of tools and global reach to assist you - YOU will succeed! Send in your resume and let?s get you a new start this 2018, which will see you take on a new challenge and opportunity to grow. ?? For further information regarding this position and many more permanent and temporary roles with Insync please contact Peter Lambro?? Email?peter@insyncpersonnel.com.au?Please also visit our website for further opportunities?www.insyncpersonnel.com.au",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$60,000 to $65,000 + Super"
https://www.seek.com.au/job/36030650,4/20/2018,R&D Team Leader (Robotics & Software Controls),Engineering,TENSA Equipment,Perth,4/19/2018,"Abouation and leadership skills to ensure projects are delivered to deadline. How to apply? Please read the job description, experience and qualifications and if you meet the criteria, please submit a written application addressing how you meet them and why we should choose you. Attach your CV as well. Send to hr@tensaequipment.com.au. Resumes sent to us without a cover letter will not be considered.",Full Time,seek,AU,"CBD, Inner & Western Suburbs","$80,000 - $119,999"
https://www.seek.com.au/job/36029283,4/20/2018,Senior Service Manager,Call Centre & Customer Service,Mayday Recruitment,Sydney,4/19/2018,"Leading Australian business-solutions and outsource services company based in North Ryde are experiencing an exciting period of growth and development. Our client is progressive and fast moving, and their teams are made up of people who are committed to continuous improvement and service delivery. This is a unique opportunity to bring your management, operations and service delivery skills to a newly created position where you can make it your own. Your role will be varied, but will include: Providing leadership, direction & support to a growing team of CSRs, Team Leaders & Managers Coaching & developing the team as well as promoting awareness of all procedures & policies Identifying and driving initiatives in line with the strategic direction of the business Building and strengthening effective business relationships and manage client engagement Driving change and process improvements across the delivery function Skills and attributes the ideal candidate will possess include:? ?? Experience in overseeing and leading large teams in a call centre environment Strong organisation and change management skills and expertise Strong numerical skills and financial acumen Ability to develop strong relationships with internal & external stakeholders Ability to motivate team members to build strong and engaged teams Adaptability to change as well as being a change agent and leader What's in it for you? Newly created role in an expanding, established organisation Be supported by an excellent management team Be positively challenged in a busy role Leading a team of up to 160 indirect team members $130,000 + Super North Ryde location close to public transport & Parking If this sounds like a role you would be interested in, please apply today!",Full Time,seek,AU,Ryde & Macquarie Park,"$130,000 + Super + Bonus"
https://www.seek.com.au/job/36030096,4/20/2018,"Lead DevOps Engineer, Test Driven & Feature Driven Development, L/T CONTRACT",Information & Communication Technology,Northbridge Recruitment,Sydney,4/19/2018,"Join a sought after company that offers a friendly high achieving culture of empowerment, and huge IT investment with a focus on the latest technology. Make the move into a significant leadership role that will see you have a real impact on the future of Devops. We have a L/T Contract role available for a Lead DevOps Engineer / Delivery Lead?to really drive DevOps transformation & Optimisation across the Organisation. This is an Application Development - Test Driven & Feature Driven Development (DevOps Engineering) focussed role, Not just Infratructure Automation. As the Lead DevOps Engineer, You will uplift the existing DevOps practices & procedures. You will be at the forefront of DevOps practices & procedures. You will ldrive agile development, testing practices, continuous integration and continuous delivery practices.? ?? Key Responsibilities: Driving lean and iterative delivery practices along with our delivery vendors to make fast continuous delivery possible. Champion the DevOps concept and coach project managers, business analyst and development team on the latest DevOps methodologies Create the maintain the roadmap for DevOps adoption. Work with various teams (some global) on the DevOps adoption plan. Influence senior management on future DevOps investment. Design and implementation of CI/CD process. Work with testing lead to adopt best testing practices into DevOps implementation. Hands-on leadership of DevOps engineers on the technical challenges. Required Skills: Extensive Software Development Background having then moved into DevOps Engineering? Deep understanding of Entire Application Deveopment LifeCycle Extensive (Apps Focussed) DevOps Engineering / Leadership Exp Deep Knowledge of DevOps Practices & Procedures Strong Test Driven Development Exp Strong Continuous Delivery / Continuous Integration Exp Very strong hands-on DevOps Engineering skills Proven experience implementing best development practices, such as, BDD and TDD. Proven experience implementing best testing practices, such as, exploratory testing, repeatable automated testing, page object model, etc. Proven experience on managing code branching and merging on concurrently running projects against the same Bitbucket code base. Leadership skills, experience of managing a small DevOps engineering team. Exp in a large scale complex IT environment This is a great opportunity -?To apply, please submit your CV via the portal by clicking?the?APPLY NOW?button below. ? You can also contact Charlie?directly at:?cmolino@nbridgeit.com Charlie Molino 0450 253 077 Northbridge IT Recruitment 9-13 Young Street, Circular Quay,? Sydney, NSW, 2000 For this and other opportunities please visit:? www.northbridgerecruitment.com/content/OpenVacancies",Contract/Temp,seek,AU,"CBD, Inner West & Eastern Suburbs","L/T CONTRACT, Excellent Daily Rates, Homebush"
https://www.seek.com.au/job/36031032,4/20/2018,Heavy Duty Fitters (HDF)/Diesel Fitters/Diesel Mechanics (Surface/UG & Local),"Mining, Resources & Energy",Redfield Resources,Perth,4/19/2018,"Underground & Surface HD Fiers & Loaders Breakdown and troubleshooting repairs? Workshop Opportunities Based in a state of the art facility you will be involved with the daily repairs, overhauls and rebuilds of our client?s fleet You must have advanced hydraulic diagnostics & component rebuild exposure Requirements to be successful in these roles include: Hold an Australian Recognised Heavy-Duty Fitter Trade Qualification Electrical and air conditioning tickets desirable? Previous experience working in mining environment is essential 'HR' Class Drivers Licence preferred for surface roles National Police Clearance Excellent communication skills (verbal & written) A strong commitment to safety Previous experience working on Caterpillar, Sandvik and Atlas Copco surface and underground equipment and machinery is essential What?s in it for YOU! Long term career opportunities Family Friendly rosters - 2/1 rosters available $55.00p/h - $65.00p/h + super + bonus!!!!? Immediate starts? Work with some of Australia?s industry leaders Great accommodation and site facilities Screening for these roles will commence asap so please follow the prompts below and apply online or alternatively email your resume to andrei@redfieldresources.com.au We look forward to hearing from you!",Full Time,seek,AU,"CBD, Inner & Western Suburbs",$55 - $65 per hour plus super + bonuses!
https://www.seek.com.au/job/36030820,4/20/2018,Book and Calendar Finishing Manager,Trades & Services,Prima Printing Pty Ltd,Melbourne,4/19/2018,"Abouaing the mix to get the best customer and financial yield??Are u a people leader and have the technical expertise to back up your drive for your team to?hit a result? Are you results driven and prepared to take ownership over your decisions??If so, then we need to talk to you! A unique opportunity exist for a?Finishing Manager who has a passion for large scale, efficient and quality book manufacturing in Australia.? We are looking to you coming into our business bringing your knowledge and skills to improve our workflows, quality and over achieve our customer expectations.?Reporting into the Production Manager and indirectly the General Manager this role is responsible for a critical part of our business.? Benefits and perks A fantastic culture of focused, hardworking people who are passionate about Prima and being part of its growth and success Flexible working conditions ? we want you to love your work but also your life outside of Prima We actively work on creating a safe, inclusive environment free from discrimination A broader support network from our parent entities in the UK and USA Twice monthly morning teas for all staff members Staff discount program Onsite parking Management Bonus based on KPI's Skills and experience To be considered you must have 3 - 5 years?experience managing high volume finishing lines for books or calendars be able to show how your recommendations improved the finishing line have experience with manufacturing methodologies have a deep understanding of each step of the production process both from an operator and infrastructure perspective people leadership skills managing performance have full work rights in Australia able to use advanced excel skills to analyse data to form the basis of any recommendation you make to change our business provide references that can verify your experience and performance be a result's focussed person who is committed to his or her goal and if necessary get your hands dirty to achieve our customers results be passionate about costs and show your decisions consider this always",Full Time,seek,AU,Bayside & South Eastern Suburbs,$60k - $80k not incl. super + Management Bonus
https://www.seek.com.au/job/36033365,4/20/2018,Casual Bar Staff Wanted,Hospitality & Tourism,Private Advertiser,Melbourne,4/19/2018,Aboues as outlined in the company manual to keep drink costs at a minimum. Develop an efficient work pace that keeps the customers at the bar satisfied at all times. ? APPLY BY ATTACHING YOUR UPDATED CV! ?,Casual/Vacation,seek,AU,CBD & Inner Suburbs,$25 - $29.99 per hour
https://www.seek.com.au/job/36031584,4/20/2018,Looking for a 1st or 2nd year Landscape Apprentice,Trades & Services,BDW Landscapes,Melbourne,4/19/2018,"? -Our company specializes in all aspects of Residential landscaping projects. -You will be required to have your drivers license and vehicle. -You must possess a great work ethic, be hardworking, punctual and proactive to be successful in this position. -You must have experience in Hands on Structural Labor. ?",Full Time,seek,AU,CBD & Inner Suburbs,$10 - $14.99 per hour
https://www.seek.com.au/job/36032398,4/20/2018,HR Manager (HR Business Partner) - Greenfield / Start up,Human Resources & Recruitment,Hudson,Sydney,4/19/2018,"this is one of those rare opportunities to start from the basics, right from scratch - then watch the HR function grow and develop. The role will cover the following: Define and embed a performance framework, forming basic structure for all people management / HR activities, regularly reviewing with senior managers to ensure relevance Manage professional learning, training and development - diagnose capability and training gaps in collaboration with managers and senior management team, making recommendations to solve learning needs Establish the end to end recruitment process and embed in to Organisation (attraction, selection and on-boarding) Define, design and introduce a performance management system in line with performance framework, embedding in to process, practice and culture to manage and drive performance Enhance employee engagement and drive cultural initiatives including engagement surveys, culture change projects, diversity, inclusion and other initiatives to develop employee engagement Support the HRIS implementation and embed in to HR practices Drive manager led performance management practice, providing advice, guidance and support to managers on all employee relations cases (including probation reviews) Workforce planning, career paths and HR reporting Use a best fit AND best practice approach to all HR practices / policies Stay up to date with changes in employment legislation, updating policies and procedures in collaboration with COO and employment lawyer Continuously review and improve all of the above Work with the Workplace Lawyers to implement new Collective Agreement. Collate and maintain staff information/records in the HRIS for both HR and Payroll purposes. Oversee and improve Payroll process integration with HR. We're hiring now for this not for profit organisation and working with the senior leaders right the way through the assessment process. To be considered, please submit your details.",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs",$100k - $120k p.a.
https://www.seek.com.au/job/36029063,4/20/2018,Assistant Accountant,Accounting,Sharp & Carter Finance and Accounting Sydney,Sydney,4/19/2018,"The Role ? Our client who is a market leader and has been operating for over 50 years in Western Sydney has an opportunity for an Assistant Accountant who is motivated and has the ability to build and maintain relationships with both internal and external stakeholders. ? Reporting into the Finance Manager your duties will include: Assisting with the preparation of month end reports Cash flow analysis General ledger journals and reconciliations Fixed assets maintenance Partnering with various departments around finance and process improvements Assisting with monthly analysis and variances Completing Balance Sheet Reconciliations Preparing Bank Reconciliations Stock and inventory reporting The successful candidate will have recently completed a Bachelor Degree in Accounting or a similar discipline and will have: Exceptional communication skills Have commenced the CA/CPA qualifications 12-18 months exposure to the above skills in a corporate environment Passion for learning and development A strong team ethic Ability to pick up systems and duties quickly Be looking for a true career role offering development and training This is an exciting role with great long term career opportunities. ? Apply Today ?? If you are interested and match the criteria, please apply directly via the link.",Full Time,seek,AU,Parramatta & Western Suburbs,"$55,000 - $65,000 + super"
https://www.seek.com.au/job/35825551,4/20/2018,Electronic Security Technician,Trades & Services,iSecurity Pty Ltd,Sydney,4/19/2018,"Senior Electronic Security Technician Required The Company We are a Sydney based company with head office located?in the inner west. A leader in the hospitality industry with majority client base of RSL and Sports clubs across Sydney and outer areas with proven steady growth track record.? About The Role This role is for a Security Technician working on the service and maintenance of Alarm, Access Control, Intercom?and CCTV equipment. Responsibilities Include You will be responsible for servicing Alarm?/ CCTV / Access Control / Intercom Systems?throughout the Sydney region, reporting directly to the Service Manager. Installation, maintenance and commissioning of third party equipment? About You If you are the right person we are looking for you will have to be.. Self motivated Eager to serve customers Have a high standard of workmanship Must know Tecom Challanger and Concept Systems Well.? Current Drivers License, Cable License, Security License and White Card What's?on offer Very Attractive Salary Package Company Phone, Laptop, Specialist Tools and company vehicle Supportive team environment Supplier Training Provided In house support and technical training provided Strong and long term strategic vision Exceptional Opportunity Great Incentives Room for personal growth and success How to apply If this sounds like the right career move for you, please call our office on 1300 888 301 for more information or email your CV to info@isecurity.com.au",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$80,000 - $119,999"
https://www.seek.com.au/job/36030734,4/20/2018,Business Services Supervisor / Junior Manager,Accounting,Hart Recruitment,Sydney,4/19/2018,"Clear progression path Approachable ex-Big 4 Partners with open door policy Young and dynamic work environment An exciting and new opportunity for a Business Services Supervisor/Junior Manager?has arisen with a top tier firm in Sydney CBD. This employer will offer you countless opportunities to develop your technical skills along with unrivalled growth potential. As a Junior Manager, you will be working collaboratively with the Partners to maintain rapport with clients from a?well established client portfolio of SMEs and large corporate organisations as well as building your own portfolio.?You will delegate work and duties to junior staff as well as coordinate training and development to members of your team. Moreover, you will be required to provide high level tax and business advisory services?and get involved with?identifying new business opportunities for the practice. Requirements At least 4?years' local experience and currently working in a senior capacity or?above? CA/CPA qualified/upon completion The ability to manage a?team of accounting staff Possess strong interpersonal skills not only with clients but also fellow teammates in order to maintain existing + create new relationships Incentives Strong client focus - opportunity to develop client relationships personally and work in an advisory capacity? A working culture second to none with low staff turnover To register your interest, please submit your CV to jmanoogian@hartrec.com.au?or for a confidential discussion call Julie on 02 8296 5888.",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$90,000 - $105,000"
https://www.seek.com.au/job/36032708,4/20/2018,"Teacher - Beauty (Hair, Beauty & Wellness) - 2 positions",Trades & Services,Chisholm Institute,Melbourne,4/19/2018,"ABOUenship, passport or birth certificate certified copies of qualifications ? If you have any questions regarding the position or require further information please contact Vicki Tuchtan General Manager on +613 9212 5065. Chisholm Institute reserves the right to withdraw an advertised position at any stage.",Full Time,seek,AU,Bayside & South Eastern Suburbs,"Salary Range: $53,431 to $ 85,613 p.a plus Super"
https://www.seek.com.au/job/36032661,4/20/2018,Senior Design Architect,Design & Architecture,Redpath Partners Pty Ltd,Sydney,4/19/2018,"e Architectural practice that have a strong track record in the residential and mixed used sector are seeking a Senior Design Architect with exceptional design abilities to help with the strategic growth of the organisation.? The role:? Responsibilities will include:? Dealing directly with clients? Working closely with the business Directors? Producing design and concept images? Managing a team of 5/6 Junior Architects in the production of work? Feasibility studies? Detailed Design and DA Submission? The requirement:? To be considered for this role you must have previous experience working in an Architecture practice in Sydney or NSW where you have specialised in the initial design and concept of developments. Experience working on residential and mixed use projects is essential The Contact:? Please send your resume to Lee Still or call on (02) 8071 4260 to discuss your application further. Confidential enquirers can be made by emailing lee@redpathpartners.com. For alternative Architectural opportunities, please visit www.redpathpartners.com?",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$100-130,000 Per Annum + Super"
https://www.seek.com.au/job/36030116,4/20/2018,Primary Teacher,Education & Training,Tradewind Australia Pty Ltd,Melbourne,4/19/2018,"Flexible day-ed support About us Tradewind is a specialist education recruitment agency. We work closely with schools across the greater Melbourne, supplying them with quality teachers as well as providing consistent work for our valued teachers. About the role We currently have opportunities for Primary Teachers within our client schools in Craigieburn. We are looking for passionate teachers dedicated to providing their best teaching skills. Our Benefits Competitive rates of pay and superannuation No joining or administration fees Choose when and where you work Professional development opportunities International teaching opportunities Application Requirements VIT registration Current CV detailing relevant experience New Graduates and experienced Teachers are welcome to apply If this role sounds like you simply click Apply now, or call 1800 192 195 if you have any questions. Alternatively if you have a friend you think would be suitable for this role, please pass them our details. You could earn yourself a Myer/Coles voucher simply by referring a friend to us.",Casual/Vacation,seek,AU,Northern Suburbs,$300 per day before tax
https://www.seek.com.au/job/36030404,4/20/2018,Senior Risk and Compliance Manager,Banking & Financial Services,Robert Walters,Sydney,4/19/2018,"The Senior Manager Controls Assurance role will oversee independent reviews and evaluations within the Corporate portfolio that will assist management in developing, maintaining, monitoring, and continuously enhancing control frameworks and systems. The Senior Manager Controls Assurance role is responsible in contributing to the design and implementation of an effective three lines of defence risk assurance model, and will lead effective engagement with external and internal auditors. Main Responsibilities: Ensure assurance and monitoring programmes are aligned to and support the Group Risk strategy and Compliance target areas Deliver assurance opinion for designated portfolio, working collaboratively with relevant colleagues Influence enterprise leaders to embed risk monitoring & control practices Commitment to co-ordinate, maintain and deliver the annual assurance plan as approved by Divisional Risk and Compliance Committees Review all review reports issued to stakeholders to ensure alignment with Risk and Compliance Assurance Manual requirements and delivery of appropriate insight and conclusions Develop and maintain customer relationships to General Manager level Identify and report trends in quarterly General Manager and divisional Risk and Compliance Committee reports Oversee and manage individual assurance activities, delivering an assurance opinion in final report Coordinate internal audit and Group Audit relationships to achieve a coordinated and integrated programme of assurance Main Requirements: An Assurance Senior Manager is expected to have mastered key components of the role and have advanced experience (8+yrs) in financial services and/or assurance knowledge in order to effectively and efficiently design and execute testing plans, review scopes, and reports. Skills should be progressing from ""Advanced"" to ""Mastery"" for Fundamental and Important competencies They are typically not directly accountable for GM or above relationships, but may manage relationships with GM-1 or below staff. They should be proficient at facilitating meetings and presenting at Risk Forums and Committees They can be people leaders who are proficient at executing recruitment processes and managing a team. They should review written work papers and issues and actions to ensure they are to a reasonable quality and should be able to draw out and to articulate key risk and compliance insights. They should be able to coach and train junior members and managers in the team To apply please click apply or call Jordan Jessup on +61 2 82893107 for a confidential discussion.",Contract/Temp,seek,AU,"CBD, Inner West & Eastern Suburbs",$750 - $850 p.d.
https://www.seek.com.au/job/36032950,4/20/2018,Sales Account and Delivery Manager,Sales,Talent ? Winner ?Seek Large Recruitment Agency of the Year? 3 consecutive years!,Sydney,4/19/2018,"* Client/ Customer Delivery Manager? * Central North Shore Location * Permanent Career Opportunity with fast-growing and dynamic FinTech Company We are seeking a customer-centric delivery manager to come onboard a fast-growing FinTech Payments Company.? Your role will include database analysis management and mining, reporting and building a strong customer community where you will take a consultative approach in order to develop the customer base. Core requirements to be successful in this role: - Experience in a B2B Marketing Sales Environment? - Excellent client relationship skills - Experience sending Digital Mail outs and in marketing campaigns? - Management experience is preferred - Excellent written and verbal communication skills - Experience cross-selling and up-selling - Experience in risk management? Key Accountabilities: - Using a consultative approach to understand customer requirements and business needs - Build marketing campaigns - Data Analysis of campaign results? - Manage customer lifecycle - Build and maintain trusted client relationships If this sounds like your next career development move, please apply now! Direct further questions to Lisa - lisa.holton@talentinternational.com ?",Full Time,seek,AU,North Shore & Northern Beaches,$85000.00 - $95000.00 per annum
https://www.seek.com.au/job/36032590,4/20/2018,Sewing Machinist,"Manufacturing, Transport & Logistics",Perspective Recruitment,Brisbane,4/19/2018,"About our client: Superior in their deliverance, our client is one of Australia?s premier manufacturer of quality mattresses and bedding. Utilising high end production methods and materials, they have a wide range of brands and distribution throughout Australia and are widely respected as a highly compliant and safety conscious business. Exciting opportunities have arisen for experienced Sewing Machinists to join this vibrant team based in Murarrie. Required skills & attributes: Must have experience as a Sewing Machinist Must have a good understanding of operating an Industrial Sewing Machine Must have experience with laying and cutting fabrics Must have a keen eye for detail Eager to learn new skills Time management skills High focus on quality and productivity Motivated, hardworking and reliable Must be willing to undertake other duties In return for your hard work and dedication, you will be rewarded with a good hourly rate, vibrant working environment, and be a part of a reputable company. To apply please click the ?apply now? button below and attach your cover letter and resume.",Full Time,seek,AU,Bayside & Eastern Suburbs,$20 - $25 p.h.
https://www.seek.com.au/job/36034104,4/20/2018,Design Coordinator / Project Architect,Construction,Hudson,Sydney,4/20/2018,"About the Company This is a unique opportunity to work in a firm that is involved in all aspects of development, from feasibility, to design, to construction. They believe in quality and excellence, which is why we they continue to grow unaffected by the residential turbulence. Being a builder developer they are their own clients, which gives them more flexibility and the freedom to be innovative. About the Role As a Project Architect, you must have the passion for construction, and a high attention to detail. We are looking for someone to: Produce documentation for DA and CC Submit DA?s to Council Liaise with clients, Engineers, Architects and councils. Maintain communication with the team as the job progresses Adapt to different responsibilities and aspects of the project - including contract administration and documenting About your Experience The successful candidate will have: Design experience, preferably within a developer / builder A strong background in Construction Documentation and development Australian qualifications Portfolio essential when applying A strong understanding of local DA and CC requirements. About you You will confidently demonstrate: A can-do attitude and initiative to work unsupervised to meet project deadlines A professional attitude and high emotional intelligence to be able to communicate across disciplines Strong communication skills with team members, clients, and consultants Ability to coordinate with other team members and manage a project team Strong time management and project management skills Advanced architectural computational skills, including Revit and Autocad If you would like to learn more or wish to have a conversation with me about your earnings potential, call James Casey - 4927 2222 Or alternatively email me an updated CV to james.casey@hudson.com and I will contact you.",Full Time,seek,AU,Parramatta & Western Suburbs,$100k - $120k p.a.
https://www.seek.com.au/job/36032281,4/20/2018,Accounts Receivable/Credit Officer,Accounting,Veritas Recruitment,Melbourne,4/19/2018,"This well established industry leader is continuing to grow and now requires additional assistance in their AR/Credit team. Located conveniently near public transport and ample street parking in addition to fantastic cafes and shops close by. Reporting to the AR Supervisor, you will be responsible for the: co-ordinating the billing procedures for new, current and discharged patients and residents adhering to relevant legislation regarding fee arrangements monthly invoicing account reconciliations and appropriate adjustments resolving billing queries processing fee refunds in accordance to relevant legislation and company procedures. To be considered for this role you must have previous experience in a Health, Aged Care or Medical background within a Billings/Accounts Receivable/Credit. You will have intermediate to advanced Excel skills, be a strong communicator and have with excellent attention to detail. This is a great opportunity to progress your career with a genuine industry leader. Apply today To apply online please click on the appropriate link below and send your resume in WORD format. Alternatively, for a confidential discussion please contact Marnie Wapshott or Mandi Vitalos on 03 9535 2111. ( SK97894A ) (SK98225A ) ( SK98226A ) Please visit www.veritasrecruitment.com.au to view more jobs.",Full Time,seek,AU,CBD & Inner Suburbs,$58000.00 - $63k p.a.
https://www.seek.com.au/job/36029253,4/20/2018,Senior Policy and Project Officer,Government & Defence,Department of Justice and Regulation,Melbourne,4/19/2018,"Play a crucial role in the delivery of high priority reforms to strengthen the management of serious offenders Inner Melbourne location An exciting opportunity exists for a Senior Policy and Project Officer on a full-time, ongoing basis in the Serious Offender Reform Branch, Corrections Victoria. The Senior Policy and Project Officer will lead the implementation of high priority policy reforms arising from a recent review of the Victorian post-sentence supervision and detention scheme, the Complex Adult Victim Sex Offender Management Review (the Harper Review). Reporting to the Principal Policy and Project Officer, the Senior Policy and Project Officer will undertake complex policy and project work to support the reform priorities, particularly the expansion of the post-sentence scheme to serious violent offenders. To be successful in this role you will be: A strategic thinker with strong skills in using evidence, research and data to inform policy development and implementation Experienced in project management and leading the implementation of key policy initiatives A team player who enjoys working collaboratively and flexibly to meet objectives For more information on the accountabilities and key selection criteria for the role please refer to the position description attached or contact Lisa Draper on 0429 512 109. How to apply Please click the Apply button at the bottom of this advertisement. Applications should include a resume and covering letter. Attachments can be uploaded in .doc, .docx, .pdf, .txt or .rtf formats. Please note: When submitting your application online, there will be questions pertaining to a number of the position's Key Selection Criteria to which you are required to respond.",Full Time,seek,AU,CBD & Inner Suburbs,"$93,867 - $113,572 plus super"
